timestamp,filepath,label,color,piece,square_name,square_index,h8_path,g8_path
20250826_163840_986595,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_163840_986595_rot90.png,empty,none,empty,E3,14,,
20250826_163840_986595,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_163840_986595_rot180.png,empty,none,empty,E3,14,,
20250826_163840_986595,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_163840_986595_rot270.png,empty,none,empty,E3,14,,
20250826_163841_349856,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F1_20250826_163841_349856.png,empty,none,empty,F1,15,,
20250826_163841_349856,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F1_20250826_163841_349856_rot90.png,empty,none,empty,F1,15,,
20250826_163841_349856,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F1_20250826_163841_349856_rot180.png,empty,none,empty,F1,15,,
20250826_163841_349856,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F1_20250826_163841_349856_rot270.png,empty,none,empty,F1,15,,
20250826_163841_709742,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_163841_709742.png,empty,none,empty,F2,16,,
20250826_163841_709742,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_163841_709742_rot90.png,empty,none,empty,F2,16,,
20250826_163841_709742,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_163841_709742_rot180.png,empty,none,empty,F2,16,,
20250826_163841_709742,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_163841_709742_rot270.png,empty,none,empty,F2,16,,
20250826_163842_032918,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_163842_032918.png,empty,none,empty,F3,17,,
20250826_163842_032918,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_163842_032918_rot90.png,empty,none,empty,F3,17,,
20250826_163842_032918,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_163842_032918_rot180.png,empty,none,empty,F3,17,,
20250826_163842_032918,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_163842_032918_rot270.png,empty,none,empty,F3,17,,
20250826_163842_344193,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G1_20250826_163842_344193.png,empty,none,empty,G1,18,,
20250826_163842_344193,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G1_20250826_163842_344193_rot90.png,empty,none,empty,G1,18,,
20250826_163842_344193,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G1_20250826_163842_344193_rot180.png,empty,none,empty,G1,18,,
20250826_163842_344193,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G1_20250826_163842_344193_rot270.png,empty,none,empty,G1,18,,
20250826_163842_633645,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_163842_633645.png,empty,none,empty,G2,19,,
20250826_163842_633645,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_163842_633645_rot90.png,empty,none,empty,G2,19,,
20250826_163842_633645,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_163842_633645_rot180.png,empty,none,empty,G2,19,,
20250826_163842_633645,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_163842_633645_rot270.png,empty,none,empty,G2,19,,
20250826_163842_929728,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_163842_929728.png,empty,none,empty,G3,20,,
20250826_163842_929728,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_163842_929728_rot90.png,empty,none,empty,G3,20,,
20250826_163842_929728,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_163842_929728_rot180.png,empty,none,empty,G3,20,,
20250826_163842_929728,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_163842_929728_rot270.png,empty,none,empty,G3,20,,
20250826_163843_223101,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H1_20250826_163843_223101.png,empty,none,empty,H1,21,,
20250826_163843_223101,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H1_20250826_163843_223101_rot90.png,empty,none,empty,H1,21,,
20250826_163843_223101,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H1_20250826_163843_223101_rot180.png,empty,none,empty,H1,21,,
20250826_163843_223101,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H1_20250826_163843_223101_rot270.png,empty,none,empty,H1,21,,
20250826_163843_516206,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H2_20250826_163843_516206.png,empty,none,empty,H2,22,,
20250826_163843_516206,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H2_20250826_163843_516206_rot90.png,empty,none,empty,H2,22,,
20250826_163843_516206,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H2_20250826_163843_516206_rot180.png,empty,none,empty,H2,22,,
20250826_163843_516206,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H2_20250826_163843_516206_rot270.png,empty,none,empty,H2,22,,
20250826_163843_808057,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H3_20250826_163843_808057.png,empty,none,empty,H3,23,,
20250826_163843_808057,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H3_20250826_163843_808057_rot90.png,empty,none,empty,H3,23,,
20250826_163843_808057,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H3_20250826_163843_808057_rot180.png,empty,none,empty,H3,23,,
20250826_163843_808057,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H3_20250826_163843_808057_rot270.png,empty,none,empty,H3,23,,
20250826_163900_271464,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A1_20250826_163900_271464.png,empty,none,empty,A1,0,,
20250826_163900_271464,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A1_20250826_163900_271464_rot90.png,empty,none,empty,A1,0,,
20250826_163900_271464,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A1_20250826_163900_271464_rot180.png,empty,none,empty,A1,0,,
20250826_163900_271464,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A1_20250826_163900_271464_rot270.png,empty,none,empty,A1,0,,
20250826_163900_684345,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A2_20250826_163900_684345.png,empty,none,empty,A2,1,,
20250826_163900_684345,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A2_20250826_163900_684345_rot90.png,empty,none,empty,A2,1,,
20250826_163900_684345,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A2_20250826_163900_684345_rot180.png,empty,none,empty,A2,1,,
20250826_163900_684345,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A2_20250826_163900_684345_rot270.png,empty,none,empty,A2,1,,
20250826_163900_949923,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A3_20250826_163900_949923.png,empty,none,empty,A3,2,,
20250826_163900_949923,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A3_20250826_163900_949923_rot90.png,empty,none,empty,A3,2,,
20250826_163900_949923,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A3_20250826_163900_949923_rot180.png,empty,none,empty,A3,2,,
20250826_163900_949923,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A3_20250826_163900_949923_rot270.png,empty,none,empty,A3,2,,
20250826_163901_184271,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B1_20250826_163901_184271.png,empty,none,empty,B1,3,,
20250826_163901_184271,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B1_20250826_163901_184271_rot90.png,empty,none,empty,B1,3,,
20250826_163901_184271,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B1_20250826_163901_184271_rot180.png,empty,none,empty,B1,3,,
20250826_163901_184271,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B1_20250826_163901_184271_rot270.png,empty,none,empty,B1,3,,
20250826_163901_430529,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B2_20250826_163901_430529.png,empty,none,empty,B2,4,,
20250826_163901_430529,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B2_20250826_163901_430529_rot90.png,empty,none,empty,B2,4,,
20250826_163901_430529,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B2_20250826_163901_430529_rot180.png,empty,none,empty,B2,4,,
20250826_163901_430529,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B2_20250826_163901_430529_rot270.png,empty,none,empty,B2,4,,
20250826_163901_669134,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B3_20250826_163901_669134.png,empty,none,empty,B3,5,,
20250826_163901_669134,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B3_20250826_163901_669134_rot90.png,empty,none,empty,B3,5,,
20250826_163901_669134,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B3_20250826_163901_669134_rot180.png,empty,none,empty,B3,5,,
20250826_163901_669134,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B3_20250826_163901_669134_rot270.png,empty,none,empty,B3,5,,
20250826_163901_908653,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C1_20250826_163901_908653.png,empty,none,empty,C1,6,,
20250826_163901_908653,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C1_20250826_163901_908653_rot90.png,empty,none,empty,C1,6,,
20250826_163901_908653,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C1_20250826_163901_908653_rot180.png,empty,none,empty,C1,6,,
20250826_163901_908653,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C1_20250826_163901_908653_rot270.png,empty,none,empty,C1,6,,
20250826_163902_141877,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_163902_141877.png,empty,none,empty,C2,7,,
20250826_163902_141877,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_163902_141877_rot90.png,empty,none,empty,C2,7,,
20250826_163902_141877,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_163902_141877_rot180.png,empty,none,empty,C2,7,,
20250826_163902_141877,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_163902_141877_rot270.png,empty,none,empty,C2,7,,
20250826_163902_379434,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_163902_379434.png,empty,none,empty,C3,8,,
20250826_163902_379434,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_163902_379434_rot90.png,empty,none,empty,C3,8,,
20250826_163902_379434,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_163902_379434_rot180.png,empty,none,empty,C3,8,,
20250826_163902_379434,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_163902_379434_rot270.png,empty,none,empty,C3,8,,
20250826_163902_613057,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D1_20250826_163902_613057.png,empty,none,empty,D1,9,,
20250826_163902_613057,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D1_20250826_163902_613057_rot90.png,empty,none,empty,D1,9,,
20250826_163902_613057,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D1_20250826_163902_613057_rot180.png,empty,none,empty,D1,9,,
20250826_163902_613057,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D1_20250826_163902_613057_rot270.png,empty,none,empty,D1,9,,
20250826_163902_842972,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D2_20250826_163902_842972.png,empty,none,empty,D2,10,,
20250826_163902_842972,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D2_20250826_163902_842972_rot90.png,empty,none,empty,D2,10,,
20250826_163902_842972,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D2_20250826_163902_842972_rot180.png,empty,none,empty,D2,10,,
20250826_163902_842972,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D2_20250826_163902_842972_rot270.png,empty,none,empty,D2,10,,
20250826_163903_050035,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D3_20250826_163903_050035.png,empty,none,empty,D3,11,,
20250826_163903_050035,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D3_20250826_163903_050035_rot90.png,empty,none,empty,D3,11,,
20250826_163903_050035,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D3_20250826_163903_050035_rot180.png,empty,none,empty,D3,11,,
20250826_163903_050035,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D3_20250826_163903_050035_rot270.png,empty,none,empty,D3,11,,
20250826_163903_275834,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E1_20250826_163903_275834.png,empty,none,empty,E1,12,,
20250826_163903_275834,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E1_20250826_163903_275834_rot90.png,empty,none,empty,E1,12,,
20250826_163903_275834,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E1_20250826_163903_275834_rot180.png,empty,none,empty,E1,12,,
20250826_163903_275834,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E1_20250826_163903_275834_rot270.png,empty,none,empty,E1,12,,
20250826_163903_487744,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E2_20250826_163903_487744.png,empty,none,empty,E2,13,,
20250826_163903_487744,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E2_20250826_163903_487744_rot90.png,empty,none,empty,E2,13,,
20250826_163903_487744,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E2_20250826_163903_487744_rot180.png,empty,none,empty,E2,13,,
20250826_163903_487744,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E2_20250826_163903_487744_rot270.png,empty,none,empty,E2,13,,
20250826_163903_690660,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_163903_690660.png,empty,none,empty,E3,14,,
20250826_163903_690660,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_163903_690660_rot90.png,empty,none,empty,E3,14,,
20250826_163903_690660,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_163903_690660_rot180.png,empty,none,empty,E3,14,,
20250826_163903_690660,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/E3_20250826_163903_690660_rot270.png,empty,none,empty,E3,14,,
20250826_163903_903914,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F1_20250826_163903_903914.png,empty,none,empty,F1,15,,
20250826_163903_903914,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F1_20250826_163903_903914_rot90.png,empty,none,empty,F1,15,,
20250826_163903_903914,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F1_20250826_163903_903914_rot180.png,empty,none,empty,F1,15,,
20250826_163903_903914,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F1_20250826_163903_903914_rot270.png,empty,none,empty,F1,15,,
20250826_163904_110204,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_163904_110204.png,empty,none,empty,F2,16,,
20250826_163904_110204,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_163904_110204_rot90.png,empty,none,empty,F2,16,,
20250826_163904_110204,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_163904_110204_rot180.png,empty,none,empty,F2,16,,
20250826_163904_110204,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F2_20250826_163904_110204_rot270.png,empty,none,empty,F2,16,,
20250826_163904_322578,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_163904_322578.png,empty,none,empty,F3,17,,
20250826_163904_322578,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_163904_322578_rot90.png,empty,none,empty,F3,17,,
20250826_163904_322578,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_163904_322578_rot180.png,empty,none,empty,F3,17,,
20250826_163904_322578,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/F3_20250826_163904_322578_rot270.png,empty,none,empty,F3,17,,
20250826_163904_529570,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G1_20250826_163904_529570.png,empty,none,empty,G1,18,,
20250826_163904_529570,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G1_20250826_163904_529570_rot90.png,empty,none,empty,G1,18,,
20250826_163904_529570,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G1_20250826_163904_529570_rot180.png,empty,none,empty,G1,18,,
20250826_163904_529570,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G1_20250826_163904_529570_rot270.png,empty,none,empty,G1,18,,
20250826_163904_733548,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_163904_733548.png,empty,none,empty,G2,19,,
20250826_163904_733548,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_163904_733548_rot90.png,empty,none,empty,G2,19,,
20250826_163904_733548,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_163904_733548_rot180.png,empty,none,empty,G2,19,,
20250826_163904_733548,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G2_20250826_163904_733548_rot270.png,empty,none,empty,G2,19,,
20250826_163904_941647,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_163904_941647.png,empty,none,empty,G3,20,,
20250826_163904_941647,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_163904_941647_rot90.png,empty,none,empty,G3,20,,
20250826_163904_941647,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_163904_941647_rot180.png,empty,none,empty,G3,20,,
20250826_163904_941647,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/G3_20250826_163904_941647_rot270.png,empty,none,empty,G3,20,,
20250826_163905_177171,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H1_20250826_163905_177171.png,empty,none,empty,H1,21,,
20250826_163905_177171,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H1_20250826_163905_177171_rot90.png,empty,none,empty,H1,21,,
20250826_163905_177171,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H1_20250826_163905_177171_rot180.png,empty,none,empty,H1,21,,
20250826_163905_177171,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H1_20250826_163905_177171_rot270.png,empty,none,empty,H1,21,,
20250826_163905_380857,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H2_20250826_163905_380857.png,empty,none,empty,H2,22,,
20250826_163905_380857,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H2_20250826_163905_380857_rot90.png,empty,none,empty,H2,22,,
20250826_163905_380857,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H2_20250826_163905_380857_rot180.png,empty,none,empty,H2,22,,
20250826_163905_380857,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H2_20250826_163905_380857_rot270.png,empty,none,empty,H2,22,,
20250826_163905_588575,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H3_20250826_163905_588575.png,empty,none,empty,H3,23,,
20250826_163905_588575,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H3_20250826_163905_588575_rot90.png,empty,none,empty,H3,23,,
20250826_163905_588575,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H3_20250826_163905_588575_rot180.png,empty,none,empty,H3,23,,
20250826_163905_588575,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/H3_20250826_163905_588575_rot270.png,empty,none,empty,H3,23,,
20250826_163915_507027,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A1_20250826_163915_507027.png,empty,none,empty,A1,0,,
20250826_163915_507027,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A1_20250826_163915_507027_rot90.png,empty,none,empty,A1,0,,
20250826_163915_507027,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A1_20250826_163915_507027_rot180.png,empty,none,empty,A1,0,,
20250826_163915_507027,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A1_20250826_163915_507027_rot270.png,empty,none,empty,A1,0,,
20250826_163915_972529,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A2_20250826_163915_972529.png,empty,none,empty,A2,1,,
20250826_163915_972529,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A2_20250826_163915_972529_rot90.png,empty,none,empty,A2,1,,
20250826_163915_972529,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A2_20250826_163915_972529_rot180.png,empty,none,empty,A2,1,,
20250826_163915_972529,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A2_20250826_163915_972529_rot270.png,empty,none,empty,A2,1,,
20250826_163916_249979,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A3_20250826_163916_249979.png,empty,none,empty,A3,2,,
20250826_163916_249979,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A3_20250826_163916_249979_rot90.png,empty,none,empty,A3,2,,
20250826_163916_249979,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A3_20250826_163916_249979_rot180.png,empty,none,empty,A3,2,,
20250826_163916_249979,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/A3_20250826_163916_249979_rot270.png,empty,none,empty,A3,2,,
20250826_163916_465980,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B1_20250826_163916_465980.png,empty,none,empty,B1,3,,
20250826_163916_465980,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B1_20250826_163916_465980_rot90.png,empty,none,empty,B1,3,,
20250826_163916_465980,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B1_20250826_163916_465980_rot180.png,empty,none,empty,B1,3,,
20250826_163916_465980,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B1_20250826_163916_465980_rot270.png,empty,none,empty,B1,3,,
20250826_163916_690320,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B2_20250826_163916_690320.png,empty,none,empty,B2,4,,
20250826_163916_690320,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B2_20250826_163916_690320_rot90.png,empty,none,empty,B2,4,,
20250826_163916_690320,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B2_20250826_163916_690320_rot180.png,empty,none,empty,B2,4,,
20250826_163916_690320,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B2_20250826_163916_690320_rot270.png,empty,none,empty,B2,4,,
20250826_163916_922815,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B3_20250826_163916_922815.png,empty,none,empty,B3,5,,
20250826_163916_922815,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B3_20250826_163916_922815_rot90.png,empty,none,empty,B3,5,,
20250826_163916_922815,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B3_20250826_163916_922815_rot180.png,empty,none,empty,B3,5,,
20250826_163916_922815,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/B3_20250826_163916_922815_rot270.png,empty,none,empty,B3,5,,
20250826_163917_159348,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C1_20250826_163917_159348.png,empty,none,empty,C1,6,,
20250826_163917_159348,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C1_20250826_163917_159348_rot90.png,empty,none,empty,C1,6,,
20250826_163917_159348,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C1_20250826_163917_159348_rot180.png,empty,none,empty,C1,6,,
20250826_163917_159348,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C1_20250826_163917_159348_rot270.png,empty,none,empty,C1,6,,
20250826_163917_394468,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_163917_394468.png,empty,none,empty,C2,7,,
20250826_163917_394468,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_163917_394468_rot90.png,empty,none,empty,C2,7,,
20250826_163917_394468,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_163917_394468_rot180.png,empty,none,empty,C2,7,,
20250826_163917_394468,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C2_20250826_163917_394468_rot270.png,empty,none,empty,C2,7,,
20250826_163917_616764,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_163917_616764.png,empty,none,empty,C3,8,,
20250826_163917_616764,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_163917_616764_rot90.png,empty,none,empty,C3,8,,
20250826_163917_616764,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_163917_616764_rot180.png,empty,none,empty,C3,8,,
20250826_163917_616764,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/C3_20250826_163917_616764_rot270.png,empty,none,empty,C3,8,,
20250826_163917_827653,/Users/andredelacruz/Documents/GitHub/cpchess/perception_api/data_refs/empty/D1_20250826_163917_827653.png,empty,none,empty,D1,9,,
